990.012198	0.000000
990.041745	0.000000
990.071294	0.000000
990.100843	0.000000
999.865069	0.000000
999.895059	0.000000
999.925050	0.000000
999.955042	0.000000
999.985035	1.683130
1000.015030	3.347738
1000.045027	4.151707
1000.075024	5.018390
1000.105023	5.170571
1000.135023	4.456857
1000.165025	4.566997
1000.195028	3.713024
1000.225032	2.117557
1000.255038	2.112692
1000.285045	1.994875
1000.315053	1.612107
1000.345063	1.264083
1000.375074	1.850494
1000.405087	2.612972
1000.435100	3.303555
1000.465115	2.758053
1000.495132	1.388200
1000.525150	0.004869
1000.555169	0.000000
1000.585189	0.730864
1000.615211	1.426954
1000.645235	1.907985
1000.675259	1.758716
1000.705285	1.008225
1000.735312	0.737862
1000.765341	1.918741
1000.795371	3.247355
1000.825402	3.763501
1000.855435	3.209705
1000.885469	2.027577
1000.915505	0.874305
1000.945541	0.002218
1000.975579	0.000000
1001.005619	0.000000
1001.035660	0.000000
1001.065702	0.000000
1001.095745	0.667877
1001.125790	1.127873
1001.155836	1.258582
1001.185884	2.095612
1001.215933	3.423173
1001.245983	4.645001
1001.276035	5.641527
1001.306088	6.267069
1001.336142	6.050696
1001.366198	5.398954
1001.396255	3.294101
1001.426313	1.352497
1001.456373	0.004965
1001.486434	0.559334
1001.516497	1.815312
1001.546560	2.878791
1001.576625	2.949630
1001.606692	2.013299
1001.636760	0.759975
1001.666829	0.002072
1001.696900	0.608433
1001.726972	1.264212
1001.757045	1.533535
1001.787120	1.218289
1001.817196	0.588348
1001.847273	0.002168
1001.877352	0.524926
1001.907432	1.296833
1001.937513	2.009728
1001.967596	2.235059
1001.997680	2.103621
1002.027765	2.383929
1002.057852	3.313399
1002.087940	4.259129
1002.118030	3.799179
1002.148121	2.060621
1002.178213	0.792882
1002.208307	0.001441
1002.238402	0.000000
1002.268498	1.220849
1002.298596	2.294714
1002.328695	3.016028
1002.358795	2.882128
1002.388897	1.940250
1002.419000	1.466511
1002.449104	1.312678
1002.479210	1.559066
1002.509317	1.643765
1002.539426	2.380787
1002.569536	2.586199
1002.599647	2.412766
1002.629760	1.474447
1002.659874	1.186797
1002.689989	2.171188
1002.720106	3.049237
1002.750224	3.076507
1002.780343	2.241348
1002.810464	1.714020
1002.840586	1.457364
1002.870709	1.225400
1002.900834	0.955073
1002.930960	0.449210
1002.961088	0.001074
1002.991217	0.392896
1003.021347	1.965244
1003.051478	3.370670
1003.081611	4.376706
1003.111746	4.697317
1003.141881	4.555667
1003.172018	4.295546
1003.202157	3.779604
1003.232296	3.191352
1003.262438	3.062699
1003.292580	4.295446
1003.322724	6.192969
1003.352869	6.835603
1003.383016	5.881416
1003.413163	3.730301
1003.443313	1.835541
1003.473463	0.969599
1003.503615	1.539780
1003.533769	2.095322
1003.563923	2.383736
1003.594079	2.185933
1003.624237	1.597025
1003.654396	1.206468
1003.684556	0.765517
1003.714717	0.001640
1003.744880	0.000000
1003.775044	1.305397
1003.805210	3.128757
1003.835377	4.334710
1003.865545	4.316147
1003.895715	3.018291
1003.925886	1.793998
